postcode,address_house,address_street,state,country,property_valuation
3644,53740, Vera Parkway,VIC,Australia,1
2104,2, Ramsey Parkway,NSW,Australia,11
3173,651, Mesta Drive,VIC,Australia,9
2830,1, Merrick Parkway,NSW,Australia,2
2044,135, Crest Line Drive,NSW,Australia,10
2168,63576, Anzinger Trail,NSW,Australia,9
2320,05, Charing Cross Plaza,NSW,Australia,5
4118,261, Farmco Drive,QLD,Australia,4
3043,0, Northport Hill,VIC,Australia,8
2251,894, Maple Wood Drive,NSW,Australia,10
2560,05, Daystar Lane,NSW,Australia,8
2873,81167, Division Hill,NSW,Australia,1
2541,761, Bellgrove Lane,NSW,Australia,7
4350,614, Shopko Trail,QLD,Australia,3
2761,1911, Waxwing Point,NSW,Australia,9
2155,0, Kedzie Junction,NSW,Australia,10
4017,0108, Forster Parkway,QLD,Australia,6
2222,466, Briar Crest Junction,NSW,Australia,10
2222,6072, Ridge Oak Junction,NSW,Australia,10
3429,31445, Morningstar Drive,VIC,Australia,5
2321,22619, Schurz Street,NSW,Australia,4
2079,61, Kim Avenue,NSW,Australia,10
3072,12103, Merchant Circle,VIC,Australia,9
2230,3, Porter Center,NSW,Australia,9
2007,7, Luster Trail,NSW,Australia,8
2620,7, Dahle Avenue,NSW,Australia,9
3034,7, Magdeline Trail,VIC,Australia,10
2086,275, Lindbergh Parkway,NSW,Australia,11
2231,592, Tennessee Alley,NSW,Australia,10
3175,0, American Ash Parkway,VIC,Australia,7
2580,387, Pawling Drive,NSW,Australia,4
3037,0, Evergreen Road,VIC,Australia,7
3550,51529, Cascade Place,VIC,Australia,4
3218,457, Ryan Road,VIC,Australia,7
2020,94219, Buell Circle,NSW,Australia,9
3930,267, Lukken Park,VIC,Australia,9
2480,54, Harbort Road,NSW,Australia,7
2259,81, American Place,NSW,Australia,6
3130,2388, Thackeray Place,VIC,Australia,10
3029,85957, Basil Way,VIC,Australia,7
2285,01, Cottonwood Junction,NSW,Australia,7
2830,37, Sutherland Terrace,NSW,Australia,4
2119,7929, Grasskamp Trail,NSW,Australia,11
2153,4, Hoard Pass,NSW,Australia,9
2120,2, Dunning Alley,NSW,Australia,10
4573,61949, ,QLD,Australia,8
2085,26, Lotheville Court,NSW,Australia,11
2763,3765, Mandrake Alley,NSW,Australia,9
2852,67348, Lakewood Gardens Road,NSW,Australia,2
3030,014, Birchwood Parkway,VIC,Australia,7
3677,17357, Katie Center,VIC,Australia,4
3030,5772, Kennedy Junction,VIC,Australia,5
4122,560, Melody Alley,QLD,Australia,7
2760,92, Waubesa Center,NSW,Australia,8
2750,359, Kropf Point,NSW,Australia,9
3806,75, Scott Place,VIC,Australia,7
2155,2, Eliot Lane,NSW,Australia,11
2127,3466, Truax Terrace,NSW,Australia,8
2155,9, ,NSW,Australia,10
4873,65209, Merrick Avenue,QLD,Australia,2
4820,90351, Duke Junction,QLD,Australia,1
4873,47, Glacier Hill Junction,QLD,Australia,2
4817,7978, Carberry Way,QLD,Australia,2
4818,795, Arapahoe Hill,QLD,Australia,7
4519,6, Lerdahl Plaza,QLD,Australia,6
4806,60320, Emmet Road,QLD,Australia,4
4805,11, Golf Pass,QLD,Australia,2
4701,563, Northport Drive,QLD,Australia,1
2478,8, Eggendart Court,NSW,Australia,9
4560,91336, Spenser Street,QLD,Australia,6
4740,33, Rockefeller Avenue,QLD,Australia,2
4720,71, Sundown Circle,QLD,Australia,1
4702,33, Bayside Way,QLD,Australia,1
4702,23, Hollow Ridge Avenue,QLD,Australia,2
4127,16623, Mariners Cove Plaza,QLD,Australia,2
4670,884, Shoshone Lane,QLD,Australia,3
4670,12, Prentice Point,QLD,Australia,1
4670,7008, Warner Park,QLD,Australia,2
4655,51673, Heffernan Park,QLD,Australia,3
4610,32, Meadow Ridge Alley,QLD,Australia,1
4655,37, Clarendon Lane,QLD,Australia,3
4551,7, Onsgard Court,QLD,Australia,9
4702,543, Victoria Park,QLD,Australia,6
4702,640, Toban Hill,QLD,Australia,6
4506,93, Corben Crossing,QLD,Australia,4
4503,26, Portage Junction,QLD,Australia,5
4503,7928, Mendota Circle,QLD,Australia,2
4512,1075, Raven Place,QLD,Australia,7
4511,0, Summerview Pass,QLD,Australia,2
4500,7310, Shopko Trail,QLD,Australia,8
4380,6659, Kenwood Plaza,QLD,Australia,1
4370,41, Knutson Alley,QLD,Australia,4
4817,67396, Roxbury Court,QLD,Australia,3
4350,55, Hauk Court,QLD,Australia,7
4213,131, Tony Road,QLD,Australia,8
4340,791, Elgar Trail,QLD,Australia,5
4122,617, Welch Street,QLD,Australia,7
4306,1, Namekagon Plaza,QLD,Australia,8
4306,3, Blaine Road,QLD,Australia,6
4306,77, Pankratz Plaza,QLD,Australia,8
4306,4081, Veith Lane,QLD,Australia,4
4306,55, Elgar Park,QLD,Australia,7
4306,9821, Fair Oaks Trail,QLD,Australia,1
4305,19679, Buell Pass,QLD,Australia,5
4304,8, Kinsman Alley,QLD,Australia,2
4301,9989, Toban Way,QLD,Australia,3
4300,378, Butterfield Pass,QLD,Australia,6
4212,7, Schurz Parkway,QLD,Australia,7
4209,07780, Autumn Leaf Drive,QLD,Australia,7
4211,87, Reinke Drive,QLD,Australia,6
4210,3, Gina Center,QLD,Australia,7
4205,029, Scott Center,QLD,Australia,5
4051,36072, Lakewood Gardens Court,QLD,Australia,8
4165,408, Grover Place,QLD,Australia,9
4165,392, Ridge Oak Road,QLD,Australia,7
4053,9, Sugar Junction,QLD,Australia,7
4217,0917, Golf View Parkway,QLD,Australia,1
4130,16039, Warrior Parkway,QLD,Australia,7
4124,3, School Place,QLD,Australia,4
4208,9120, Corry Avenue,QLD,Australia,7
4123,2, Shoshone Way,QLD,Australia,6
4118,32, Vidon Point,QLD,Australia,7
4115,515, Bunting Point,QLD,Australia,8
4164,67727, Westerfield Hill,QLD,Australia,9
4127,0, Moland Parkway,QLD,Australia,7
4115,764, Dahle Alley,QLD,Australia,8
4152,72, Shasta Plaza,QLD,Australia,4
2452,210, Esch Park,NSW,Australia,8
3931,55326, Fulton Hill,VIC,Australia,10
4280,482, Bartelt Junction,QLD,Australia,7
4300,58563, Monterey Hill,QLD,Australia,2
4055,889, Straubel Way,QLD,Australia,6
4128,9, Dawn Court,QLD,Australia,2
4500,1988, Bartillon Terrace,QLD,Australia,3
4370,57384, Sycamore Park,QLD,Australia,6
4017,276, Hoffman Road,QLD,Australia,8
4053,98791, Johnson Way,QLD,Australia,7
4020,7, John Wall Parkway,QLD,Australia,5
4019,0693, Eagan Court,QLD,Australia,4
3188,38, Main Park,VIC,Australia,8
3977,2, Shasta Street,VIC,Australia,8
3806,27, Farmco Pass,VIC,Australia,8
3940,9985, Barnett Circle,VIC,Australia,7
3939,60855, Fieldstone Avenue,VIC,Australia,6
3910,2, Dixon Crossing,VIC,Australia,7
3977,7, Canary Trail,VIC,Australia,10
3840,09653, Golf View Way,VIC,Australia,2
3840,433, Mockingbird Center,VIC,Australia,2
3977,4, Sycamore Pass,VIC,Australia,5
3810,833, Sherman Court,VIC,Australia,6
3806,0, Fulton Drive,VIC,Australia,8
3804,02885, Buhler Court,VIC,Australia,9
3805,8766, Onsgard Plaza,VIC,Australia,8
3765,5061, Cottonwood Trail,VIC,Australia,7
3757,05, Dahle Drive,VIC,Australia,7
2582,5063, Shopko Pass,NSW,Australia,8
3196,09, Hagan Pass,VIC,Australia,8
3747,87897, Lighthouse Bay Pass,VIC,Australia,4
3677,294, Lawn Junction,VIC,Australia,1
3620,5, Springview Terrace,VIC,Australia,4
3620,9, Logan Drive,VIC,Australia,2
3630,6002, Del Sol Trail,VIC,Australia,2
3151,77, Acker Alley,VIC,Australia,10
3023,38, Hansons Place,VIC,Australia,7
3564,30, Crescent Oaks Point,VIC,Australia,2
3199,0784, Utah Plaza,VIC,Australia,7
3500,5298, Nevada Circle,VIC,Australia,1
3444,0, Ramsey Place,VIC,Australia,4
3444,7006, Miller Avenue,VIC,Australia,4
3076,1, Bayside Pass,VIC,Australia,8
3380,43811, Golf View Road,VIC,Australia,1
3340,19, Green Ridge Avenue,VIC,Australia,3
3338,91079, Lukken Way,VIC,Australia,5
3337,1450, Gulseth Park,VIC,Australia,5
3280,1, Boyd Terrace,VIC,Australia,4
3224,9, Almo Alley,VIC,Australia,5
3222,016, Tony Street,VIC,Australia,5
3222,02505, Mariners Cove Street,VIC,Australia,6
3222,970, Sundown Place,VIC,Australia,5
4164,0261, Roxbury Crossing,QLD,Australia,9
3226,5413, Harbort Terrace,VIC,Australia,7
3204,03444, Scott Lane,VIC,Australia,10
3201,3, Schlimgen Alley,VIC,Australia,6
3201,0162, Darwin Alley,VIC,Australia,6
3840,66, Division Pass,VIC,Australia,1
3198,6, Forster Crossing,VIC,Australia,8
3198,939, Hermina Drive,VIC,Australia,8
3190,393, Warrior Crossing,VIC,Australia,10
3156,3962, Rigney Center,VIC,Australia,8
3169,64201, Bonner Point,VIC,Australia,5
3170,0, Grasskamp Pass,VIC,Australia,10
3163,3831, Paget Road,VIC,Australia,6
3161,46523, Mcbride Circle,VIC,Australia,9
3791,29, Mallory Circle,VIC,Australia,9
3156,6229, Amoth Place,VIC,Australia,8
3155,952, Fairview Hill,VIC,Australia,8
3977,6, La Follette Lane,VIC,Australia,6
4119,6837, West Pass,QLD,Australia,7
3140,28, Menomonie Street,VIC,Australia,10
3136,94, Sheridan Parkway,VIC,Australia,9
3818,50, Claremont Junction,VIC,Australia,6
3028,70676, Eggendart Trail,VIC,Australia,8
3106,5586, Buena Vista Avenue,VIC,Australia,10
3082,02701, Talmadge Junction,VIC,Australia,7
3099,220, Mitchell Place,VIC,Australia,9
3752,02570, Tony Way,VIC,Australia,6
3754,12, Alpine Lane,VIC,Australia,8
3140,6, Northfield Point,VIC,Australia,9
3068,7709, Bluestem Place,VIC,Australia,5
3756,8108, Clyde Gallagher Crossing,VIC,Australia,4
3061,79206, Independence Drive,VIC,Australia,5
3048,60447, Ridgeway Plaza,VIC,Australia,6
3046,4, Milwaukee Park,VIC,Australia,9
4217,73506, Cordelia Lane,QLD,Australia,4
3036,0, Rowland Road,VIC,Australia,9
3107,42829, Charing Cross Road,VIC,Australia,8
3030,7530, Sutteridge Hill,VIC,Australia,7
3022,88545, Milwaukee Center,VIC,Australia,8
3020,070, Shelley Terrace,VIC,Australia,4
3049,12439, Kropf Way,VIC,Australia,6
3015,931, Rigney Terrace,VIC,Australia,10
2880,6, Anderson Court,NSW,Australia,1
3500,11207, Lukken Center,VIC,Australia,2
2870,4370, Haas Trail,NSW,Australia,5
2259,45, Tony Trail,NSW,Australia,7
2830,46, Dovetail Avenue,NSW,Australia,4
2880,967, Farmco Road,NSW,Australia,1
2763,623, Talisman Way,NSW,Australia,8
2774,837, Evergreen Junction,NSW,Australia,8
2155,21, West Avenue,NSW,Australia,10
2770,83758, Kings Hill,NSW,Australia,7
2750,8, Veith Alley,NSW,Australia,5
2767,9, Pond Avenue,NSW,Australia,9
2767,255, Doe Crossing Terrace,NSW,Australia,8
2765,2, Alpine Circle,NSW,Australia,10
2769,0, Talisman Trail,NSW,Australia,10
2762,5700, Banding Lane,NSW,Australia,9
2745,94079, Eggendart Point,NSW,Australia,9
2761,87038, Sauthoff Road,NSW,Australia,7
2761,4817, Fulton Junction,NSW,Australia,8
2761,22, Transport Alley,NSW,Australia,9
2760,1231, Grim Road,NSW,Australia,8
2794,3, Rigney Center,NSW,Australia,2
2759,7847, Buell Trail,NSW,Australia,8
2750,42946, Fieldstone Pass,NSW,Australia,9
2759,1617, Beilfuss Street,NSW,Australia,8
2756,64, Everett Circle,NSW,Australia,8
2756,184, Melrose Pass,NSW,Australia,11
2756,8934, Park Meadow Street,NSW,Australia,8
2756,14155, Evergreen Way,NSW,Australia,8
2777,26607, West Hill,NSW,Australia,9
2749,53649, Mandrake Place,NSW,Australia,8
2154,223, Trailsway Parkway,NSW,Australia,10
2749,8999, Elmside Pass,NSW,Australia,9
2773,53, Steensland Parkway,NSW,Australia,10
2745,8, Prairie Rose Circle,NSW,Australia,9
2747,3416, Texas Pass,NSW,Australia,7
2323,8088, Macpherson Hill,NSW,Australia,5
2640,6418, Jenna Trail,NSW,Australia,4
3690,70262, Hermina Court,VIC,Australia,2
2630,89684, Coolidge Hill,NSW,Australia,1
2260,00, International Junction,NSW,Australia,8
2594,5, Carioca Pass,NSW,Australia,3
2579,6386, Raven Road,NSW,Australia,2
2567,8, Mendota Plaza,NSW,Australia,9
2567,913, Londonderry Trail,NSW,Australia,8
2567,58516, Tony Plaza,NSW,Australia,8
2567,583, Jenna Pass,NSW,Australia,9
2560,77729, Kim Plaza,NSW,Australia,7
2560,1253, Ridge Oak Center,NSW,Australia,4
2564,975, Melby Street,NSW,Australia,8
2560,6279, Lien Junction,NSW,Australia,6
2570,1435, Lukken Trail,NSW,Australia,8
2207,25, Darwin Terrace,NSW,Australia,9
2560,3, Independence Hill,NSW,Australia,9
4503,4, Stone Corner Avenue,QLD,Australia,6
2557,14179, Springs Drive,NSW,Australia,9
2565,8, Green Ridge Place,NSW,Australia,9
2536,55, Red Cloud Pass,NSW,Australia,5
2530,21, Spohn Drive,NSW,Australia,8
2207,11606, Myrtle Street,NSW,Australia,8
2519,45725, Hagan Pass,NSW,Australia,9
2439,93482, Jenifer Alley,NSW,Australia,10
2528,04, Gulseth Plaza,NSW,Australia,8
2506,0, Canary Parkway,NSW,Australia,9
2487,2, Dayton Center,NSW,Australia,9
2448,25607, Summer Ridge Way,NSW,Australia,5
2450,828, Schlimgen Circle,NSW,Australia,5
2440,558, Thompson Junction,NSW,Australia,6
2290,589, Main Plaza,NSW,Australia,4
2440,472, Blaine Junction,NSW,Australia,3
2340,12, Express Pass,NSW,Australia,2
4509,76, Norway Maple Drive,QLD,Australia,6
2340,4, Oriole Hill,NSW,Australia,7
2333,038, North Court,NSW,Australia,3
2428,7231, Pepper Wood Point,NSW,Australia,8
2263,941, La Follette Hill,NSW,Australia,10
2769,2, Barby Trail,NSW,Australia,10
2282,29133, Canary Circle,NSW,Australia,8
2325,12, Redwing Street,NSW,Australia,4
2325,57835, Ruskin Lane,NSW,Australia,5
2323,7, Mifflin Terrace,NSW,Australia,3
2289,7509, Prairieview Center,NSW,Australia,9
2320,7, Delaware Hill,NSW,Australia,6
2285,15012, Oneill Plaza,NSW,Australia,5
2290,4861, School Park,NSW,Australia,3
2287,9, Sycamore Pass,NSW,Australia,5
2307,005, Prentice Circle,NSW,Australia,5
2259,81, Artisan Park,NSW,Australia,5
2261,7764, Declaration Hill,NSW,Australia,9
2251,7049, Sutteridge Lane,NSW,Australia,8
2250,40, Dexter Crossing,NSW,Australia,9
2261,543, Morrow Terrace,NSW,Australia,8
2250,36, Marquette Center,NSW,Australia,7
2233,8, Arizona Way,NSW,Australia,9
2450,78960, Schiller Lane,NSW,Australia,4
2232,75, Hoepker Street,NSW,Australia,10
2211,39677, Emmet Terrace,NSW,Australia,10
2229,30, Bay Hill,NSW,Australia,12
2223,6, Canary Plaza,NSW,Australia,8
2228,4, Maywood Court,NSW,Australia,10
2232,04489, Corscot Hill,NSW,Australia,10
2227,00941, ,NSW,Australia,10
2223,09, Bayside Place,NSW,Australia,10
2234,8802, Fisk Street,NSW,Australia,10
2210,81, Darwin Court,NSW,Australia,10
2219,54295, Dorton Hill,NSW,Australia,10
2212,29, Spohn Drive,NSW,Australia,10
2211,87746, Bellgrove Park,NSW,Australia,10
2210,4517, Colorado Place,NSW,Australia,10
2210,91433, Hollow Ridge Crossing,NSW,Australia,10
2207,237, Garrison Way,NSW,Australia,8
2260,7, Bartillon Circle,NSW,Australia,8
2190,22, Nelson Terrace,NSW,Australia,10
2567,96, Pepper Wood Drive,NSW,Australia,10
2176,79055, Moose Terrace,NSW,Australia,9
2200,520, Mesta Alley,NSW,Australia,8
2760,0534, Bartelt Trail,NSW,Australia,8
2200,3009, Duke Crossing,NSW,Australia,8
2161,484, Lindbergh Street,NSW,Australia,6
2848,83, Luster Drive,NSW,Australia,1
2171,28, Mcguire Junction,NSW,Australia,10
2145,6750, Truax Trail,NSW,Australia,8
2767,84749, Holy Cross Terrace,NSW,Australia,8
2170,486, Clyde Gallagher Road,NSW,Australia,9
2165,305, Vera Lane,NSW,Australia,8
2567,2, Moulton Drive,NSW,Australia,10
2168,213, Alpine Avenue,NSW,Australia,9
2040,2, Saint Paul Parkway,NSW,Australia,12
2759,7921, Trailsway Center,NSW,Australia,9
2148,90323, Pine View Hill,NSW,Australia,8
2177,27, Hooker Plaza,NSW,Australia,8
2160,193, Bluejay Hill,NSW,Australia,9
2154,8, Monument Junction,NSW,Australia,11
2155,22, Portage Road,NSW,Australia,9
2155,243, Mosinee Place,NSW,Australia,10
2745,65, Southridge Alley,NSW,Australia,10
2155,16, Maple Wood Center,NSW,Australia,10
3196,8595, Ruskin Plaza,VIC,Australia,10
2153,2, Eastwood Street,NSW,Australia,10
2768,68, Delaware Avenue,NSW,Australia,10
2153,08167, Buhler Avenue,NSW,Australia,10
2148,0046, Grim Pass,NSW,Australia,7
2153,4, Sutteridge Trail,NSW,Australia,10
2075,8, Boyd Road,NSW,Australia,12
2768,8, Bobwhite Park,NSW,Australia,10
2148,62047, Ludington Terrace,NSW,Australia,8
2768,277, Maple Circle,NSW,Australia,8
2148,845, Mendota Center,NSW,Australia,8
2147,13795, Corscot Drive,NSW,Australia,9
2768,08, Twin Pines Place,NSW,Australia,9
2763,07236, Jenifer Point,NSW,Australia,10
2118,2, Darwin Parkway,NSW,Australia,9
2144,57878, Northfield Crossing,NSW,Australia,10
2142,61, Donald Crossing,NSW,Australia,9
2145,842, Rutledge Parkway,NSW,Australia,9
4878,8462, Emmet Trail,QLD,Australia,4
2076,6265, Moland Terrace,NSW,Australia,10
2126,4, Rowland Way,NSW,Australia,10
2289,04488, Jenna Alley,NSW,Australia,9
2154,4, Toban Junction,NSW,Australia,8
2122,5, Manley Avenue,NSW,Australia,11
2155,9, Eastlawn Court,NSW,Australia,10
2073,97910, Leroy Junction,NSW,Australia,12
2121,608, Rutledge Drive,NSW,Australia,11
2126,8, Heffernan Crossing,NSW,Australia,12
2121,9, Northfield Circle,NSW,Australia,12
2119,996, Morning Parkway,NSW,Australia,11
2153,7015, Hintze Parkway,NSW,Australia,11
2120,3525, Buena Vista Plaza,NSW,Australia,9
2118,6, Hallows Pass,NSW,Australia,11
2112,7317, Huxley Alley,NSW,Australia,8
2101,82, Hanover Avenue,NSW,Australia,10
4227,3384, Nelson Circle,QLD,Australia,3
2251,45314, Pepper Wood Junction,NSW,Australia,6
2101,85301, John Wall Road,NSW,Australia,11
2100,277, Lindbergh Alley,NSW,Australia,11
2148,6, Logan Junction,NSW,Australia,9
2099,70416, Becker Court,NSW,Australia,10
2119,256, Fordem Street,NSW,Australia,11
2079,7, Laurel Junction,NSW,Australia,10
2126,7032, Hallows Drive,NSW,Australia,11
2775,78000, Arrowood Center,NSW,Australia,9
4132,5, Elgar Place,QLD,Australia,5
2073,54, Veith Drive,NSW,Australia,12
2077,0, Michigan Plaza,NSW,Australia,10
2065,2272, Buena Vista Center,NSW,Australia,12
2100,0, Thackeray Avenue,NSW,Australia,10
3197,8, Warrior Avenue,VIC,Australia,9
2086,5447, Weeping Birch Place,NSW,Australia,12
2224,019, Derek Hill,NSW,Australia,10
2032,4, Florence Street,NSW,Australia,11
2035,2390, Blackbird Point,NSW,Australia,11
4220,96, Sundown Point,QLD,Australia,9
2567,5447, Buell Hill,NSW,Australia,9
2777,978, Valley Edge Park,NSW,Australia,9
4220,46, Dunning Junction,QLD,Australia,9
4818,848, Dawn Drive,QLD,Australia,5
3219,2517, Glacier Hill Point,VIC,Australia,3
3023,658, Northfield Junction,VIC,Australia,7
3809,5, Algoma Point,VIC,Australia,5
2090,1617, Lakewood Gardens Lane,NSW,Australia,11
2048,373, Oak Valley Avenue,NSW,Australia,11
2031,75164, Sherman Crossing,NSW,Australia,11
2261,6491, Gerald Court,NSW,Australia,9
2441,84504, Doe Crossing Road,NSW,Australia,4
2263,55433, Schmedeman Lane,NSW,Australia,8
2261,835, Thackeray Place,NSW,Australia,6
3183,24, Fuller Lane,VIC,Australia,6
4877,5333, Aberg Lane,QLD,Australia,4
4215,6, Melody Plaza,QLD,Australia,8
3199,50, Dahle Crossing,VIC,Australia,9
2089,2, Mayfield Alley,NSW,Australia,10
2528,9020, Anhalt Park,NSW,Australia,7
2131,48, Melby Trail,NSW,Australia,8
3910,1, Eliot Road,VIC,Australia,8
3264,94181, South Park,VIC,Australia,1
2220,718, Colorado Court,NSW,Australia,8
2763,2, Southridge Crossing,NSW,Australia,8
4570,0, Westport Terrace,QLD,Australia,5
3150,0, Namekagon Circle,VIC,Australia,9
2528,76, Roxbury Pass,NSW,Australia,6
4413,10, Hazelcrest Street,QLD,Australia,5
2681,5528, North Hill,NSW,Australia,1
4510,9179, Sunfield Terrace,QLD,Australia,2
3977,18708, Darwin Park,VIC,Australia,7
4220,46310, Raven Trail,QLD,Australia,4
2138,49932, Messerschmidt Point,NSW,Australia,11
3186,6, Monument Circle,VIC,Australia,11
2478,2, Green Ridge Park,NSW,Australia,8
2170,60, Briar Crest Circle,NSW,Australia,9
3018,313, Schiller Trail,VIC,Australia,4
2753,89, Bartillon Plaza,NSW,Australia,10
4551,5, Moland Court,QLD,Australia,6
3198,20, Mcguire Hill,VIC,Australia,4
2090,2, Ridgeway Circle,NSW,Australia,10
2047,78, Bultman Junction,NSW,Australia,10
2043,4, Mariners Cove Street,NSW,Australia,9
2154,38330, Badeau Place,NSW,Australia,11
2107,515, Monterey Terrace,NSW,Australia,12
4567,73363, Butterfield Crossing,QLD,Australia,9
3197,65387, Thackeray Parkway,VIC,Australia,10
2250,06, Hudson Parkway,NSW,Australia,8
4217,5274, Lindbergh Alley,QLD,Australia,1
2066,81942, Scott Street,NSW,Australia,10
4011,3, Fordem Park,QLD,Australia,10
2138,8012, American Parkway,NSW,Australia,11
3630,461, Esker Court,VIC,Australia,1
3161,22, Badeau Avenue,VIC,Australia,11
4560,58, Kipling Avenue,QLD,Australia,8
2763,4, Jay Court,NSW,Australia,9
2795,17974, Kedzie Circle,NSW,Australia,7
2088,82598, Arkansas Hill,NSW,Australia,12
3195,208, Golden Leaf Pass,VIC,Australia,10
2101,4, Pankratz Street,NSW,Australia,11
3977,83, Graceland Avenue,VIC,Australia,3
2155,1041, Center Road,NSW,Australia,10
4680,9161, Macpherson Terrace,QLD,Australia,2
2261,816, Gale Pass,NSW,Australia,7
2221,17485, Tennyson Pass,NSW,Australia,10
2026,9168, Thackeray Place,NSW,Australia,12
2093,4889, Tomscot Park,NSW,Australia,11
2155,709, Schmedeman Street,NSW,Australia,11
2018,59, Steensland Alley,NSW,Australia,11
3127,59643, Reindahl Plaza,VIC,Australia,11
2217,29438, Swallow Crossing,NSW,Australia,11
2155,1, Fallview Street,NSW,Australia,10
2031,54, Bowman Park,NSW,Australia,10
3068,7, Monterey Street,VIC,Australia,12
2250,1, Morning Circle,NSW,Australia,8
2230,41, Vahlen Park,NSW,Australia,12
2088,9175, Ryan Street,NSW,Australia,12
2063,2, Pankratz Place,NSW,Australia,11
2068,018, Superior Plaza,NSW,Australia,10
3152,9737, Vernon Junction,VIC,Australia,9
3145,290, Havey Crossing,VIC,Australia,12
2028,4709, Cardinal Hill,NSW,Australia,12
4209,087, Fallview Plaza,QLD,Australia,5
3941,116, Sullivan Avenue,VIC,Australia,9
2068,309, Oneill Way,NSW,Australia,10
2031,86, Morningstar Junction,NSW,Australia,12
3146,72, Mosinee Court,VIC,Australia,9
4670,16, Saint Paul Street,QLD,Australia,2
2072,8, Northridge Drive,NSW,Australia,10
2229,091, Hoard Street,NSW,Australia,12
3087,36445, Meadow Valley Road,VIC,Australia,9
4220,419, ,QLD,Australia,9
3585,41, Dwight Way,VIC,Australia,1
2112,1908, Brickson Park Trail,NSW,Australia,8
2153,367, Algoma Lane,NSW,Australia,10
2087,9037, Norway Maple Junction,NSW,Australia,11
2117,1301, Northwestern Place,NSW,Australia,9
2158,3205, Service Park,NSW,Australia,10
4352,906, Pawling Place,QLD,Australia,6
2064,53141, Merrick Street,NSW,Australia,12
2768,51, Hollow Ridge Terrace,NSW,Australia,9
3976,38233, Boyd Alley,VIC,Australia,6
3219,21800, Duke Parkway,VIC,Australia,3
4209,3, Buena Vista Pass,QLD,Australia,5
2036,11, Victoria Place,NSW,Australia,11
4105,78, Colorado Park,QLD,Australia,8
2154,39846, Springs Crossing,NSW,Australia,10
2211,8, Talisman Avenue,NSW,Australia,10
2094,147, Waubesa Point,NSW,Australia,12
4133,2, Dwight Point,QLD,Australia,5
3437,62, Mallard Avenue,VIC,Australia,7
3170,9, Onsgard Court,VIC,Australia,9
2333,20415, Clyde Gallagher Parkway,NSW,Australia,5
2570,32, Hagan Junction,NSW,Australia,9
2121,5, Spohn Alley,NSW,Australia,11
3205,8, Scott Street,VIC,Australia,8
2173,02862, Esker Crossing,NSW,Australia,9
3071,03, Lillian Street,VIC,Australia,8
3040,644, Karstens Place,VIC,Australia,11
4817,0, Graedel Drive,QLD,Australia,4
2290,86, Menomonie Plaza,NSW,Australia,4
4212,7233, Lerdahl Lane,QLD,Australia,7
2137,5676, Golf View Junction,NSW,Australia,12
2323,2, Mcguire Terrace,NSW,Australia,7
2203,773, Tomscot Plaza,NSW,Australia,10
2230,5, Fisk Way,NSW,Australia,12
2770,0, Pierstorff Place,NSW,Australia,8
2153,25253, Straubel Trail,NSW,Australia,10
2089,752, Nevada Circle,NSW,Australia,10
4161,0672, Mitchell Terrace,QLD,Australia,5
3046,78, Parkside Trail,VIC,Australia,8
2284,7962, Dottie Park,NSW,Australia,5
4558,0, Westport Center,QLD,Australia,4
4655,63862, Dawn Park,QLD,Australia,2
4152,2538, Gateway Pass,QLD,Australia,4
4121,33006, Petterle Trail,QLD,Australia,8
3808,0130, Loeprich Lane,VIC,Australia,9
2680,0, Warner Road,NSW,Australia,4
3796,7, Ohio Court,VIC,Australia,8
2261,27, Evergreen Terrace,NSW,Australia,9
4053,17, Ohio Drive,QLD,Australia,7
4570,4912, Lukken Way,QLD,Australia,3
4211,89, Cherokee Road,QLD,Australia,8
4300,4216, Annamark Pass,QLD,Australia,4
4017,6, Forest Dale Parkway,QLD,Australia,4
4075,1, Namekagon Parkway,QLD,Australia,5
4035,09810, Dayton Hill,QLD,Australia,8
3149,85, Magdeline Crossing,VIC,Australia,9
2125,7, Laurel Avenue,NSW,Australia,12
2131,441, Old Shore Circle,NSW,Australia,11
2154,5, Huxley Point,NSW,Australia,10
2137,3483, Burrows Hill,NSW,Australia,11
3114,84707, Harper Circle,VIC,Australia,10
2047,78, Jackson Point,NSW,Australia,11
3977,8, Armistice Circle,VIC,Australia,6
4304,73425, Mitchell Court,QLD,Australia,3
2800,4, ,NSW,Australia,2
2030,096, Anniversary Point,NSW,Australia,12
3130,7714, Heffernan Circle,VIC,Australia,8
2170,2, Portage Avenue,NSW,Australia,9
3039,636, Debs Circle,VIC,Australia,9
3352,08731, Coleman Lane,VIC,Australia,6
3129,12860, Warner Court,VIC,Australia,8
4567,10, Cambridge Street,QLD,Australia,7
4154,8943, Knutson Point,QLD,Australia,9
4215,3, Nevada Road,QLD,Australia,3
2099,01, Havey Drive,NSW,Australia,12
2263,466, Westport Drive,NSW,Australia,7
2155,40985, Cherokee Junction,NSW,Australia,10
4123,410, Hoepker Pass,QLD,Australia,5
2768,6, Reinke Street,NSW,Australia,10
2114,9097, Superior Drive,NSW,Australia,8
2145,6, Hansons Park,NSW,Australia,7
3149,5394, Dryden Terrace,VIC,Australia,11
4721,56, Bultman Parkway,QLD,Australia,1
2118,835, West Hill,NSW,Australia,11
3930,8, Vermont Pass,VIC,Australia,9
3141,6238, Hanover Crossing,VIC,Australia,7
